heart_disease_mortality_per_100k,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician
328,0.452,0.075,0.239,0.051,0.521,0.251,0.149,0.029,0.354,0.592,0.012,0.022,0.139581256,0.334995015,0.309072782,0.216350947,14,10,0.35,0.226,0.122,0.118,0.139,0.3,13,14.05,22.45,2169,1629
279,0.444,0.057,0.201,0.077,0.499,0.226,0.173,0.037,0.088,0.863,0,0.001,0.134061569,0.384309831,0.301886792,0.179741807,11,11,0.361,0.28,0.122,0.09,0.167,0.299,14,3.9,11.3,2129,2060
387,0.423,0.055,0.234,0.051,0.486,0.254,0.139,0.026,0.128,0.783,0.005,0.008,0.160873883,0.42204568,0.257199603,0.159880834,14,10,0.345,0.259,0.132,0.091,0.101,0.323,10,5,27.91,5160,2010
435,0.364,0.102,0.253,0.045,0.539,0.276,0.153,0.016,0.628,0.351,0.005,0,0.244444444,0.313131313,0.333333333,0.109090909,16,13,0.381,0.251,0.163,0.14,0.132,0.372,12,28.95,33.31,3000,3059
293,0.429,0.073,0.231,0.07,0.511,0.225,0.163,0.047,0.054,0.887,0.011,0.008,0.233766234,0.317682318,0.312687313,0.135864136,10,11,0.285,0.226,0.119,0.084,0.1,0.278,13,4.91,17.53,3600,2279
239,0.468,0.036,0.181,0.056,0.514,0.207,0.18,0.031,0.035,0.914,0.002,0.016,0.125,0.348632813,0.297851563,0.228515625,10,10,0.336,0.204,0.114,0.076,0.073,0.327,13,2.8,12.82,1949,1590
304,0.431,0.084,0.213,0.066,0.505,0.23,0.131,0.041,0.376,0.549,0.005,0.021,0.159919028,0.299595142,0.340080972,0.200404858,13,10,0.325,0.346,0.126,0.099,0.146,0.289,12,5.18,12,2889,1840
216,0.463,0.055,0.104,0.042,0.518,0.224,0.176,0.029,0.004,0.932,0.011,0.024,0.077309237,0.389558233,0.338353414,0.194779116,11,12,0.296,0.179,0.101,0.061,0.23,0.205,12,1.3,11.3,1229,530
325,0.365,0.118,0.233,0.076,0.518,0.199,0.162,0.015,0.606,0.358,0.009,0.004,0.235707121,0.253761284,0.328986961,0.181544634,10,10,0.424,0.169,0.162,0.131,0.092,0.341,12,11.34,38.68,2830,2659
233,0.383,0.11,0.239,0.142,0.501,0.28,0.139,0.107,0.01,0.435,0.444,0.009,0.182720953,0.296921549,0.371400199,0.148957299,14,8,0.313,0.163,0.116,0.077,0.12,0.255,10,11.4,43.33,1670,1569
303,0.472,0.044,0.259,0.112,0.51,0.244,0.142,0.228,0.07,0.664,0.004,0.006,0.141566265,0.282128514,0.329317269,0.246987952,15,9,0.28,0.204,0.109,0.096,0.093,0.284,10,3.55,16.65,1649,1540
290,0.487,0.061,0.237,0.078,0.522,0.232,0.155,0.062,0.152,0.742,0.002,0.013,0.164519326,0.297324083,0.338949455,0.199207136,12,11,0.313,0.247,0.137,0.107,0.118,0.283,13,5.1,12.44,2010,1519
350,0.516,0.074,0.246,0.068,0.508,0.213,0.113,0.034,0.485,0.427,0,0.03,0.154002026,0.235055724,0.289766971,0.321175279,15,9,0.324,0.268,0.118,0.115,0.232,0.273,12,32.11,13.38,2459,1409
364,0.425,0.075,0.216,0.066,0.523,0.212,0.189,0.011,0.317,0.651,0,0.008,0.218289086,0.378564405,0.280235988,0.122910521,11,13,0.361,0.252,0.16,0.119,0.105,0.343,13,8.5,14.82,7000,1660
289,0.531,0.056,0.16,0.057,0.495,0.197,0.194,0.01,0.007,0.966,0.008,0.001,0.122244489,0.425851703,0.264529058,0.187374749,10,10,0.312,0.201,0.114,0.075,0.175,0.293,13,5.3,20.41,2979,2129
203,0.486,0.046,0.231,0.129,0.495,0.254,0.123,0.301,0.038,0.579,0.027,0.039,0.137587238,0.227318046,0.331006979,0.304087737,14,7,0.225,0.156,0.079,0.067,0.159,0.192,10,7,10.28,1580,1430
254,0.397,0.104,0.311,0.11,0.518,0.284,0.118,0.546,0.031,0.37,0.053,0.026,0.286573146,0.254509018,0.327655311,0.131262525,15,7,0.302,0.141,0.096,0.058,0.144,0.184,10,6.2,21.84,2570,2180
232,0.419,0.089,0.22,0.083,0.503,0.196,0.224,0.041,0.004,0.889,0.019,0.009,0.104417671,0.330321285,0.408634538,0.156626506,10,13,0.322,0.243,0.117,0.064,0.146,0.215,8,1.68,20.8,1750,1599
308,0.424,0.065,0.25,0.059,0.491,0.198,0.17,0.001,0.015,0.961,0,0,0.182547643,0.462387161,0.212637914,0.142427282,10,11,0.355,0.268,0.115,0.089,0.093,0.343,14,3.84,21.87,5170,3369
250,0.445,0.042,0.276,0.128,0.504,0.212,0.231,0.113,0.005,0.867,0.008,0.008,0.119211823,0.281773399,0.338916256,0.260098522,11,12,0.284,0.228,0.103,0.06,0.19,0.246,10,2.93,24.94,2190,1980
273,0.503,0.027,0.195,0.096,0.504,0.228,0.112,0.073,0.045,0.736,0.046,0.05,0.085742772,0.26221336,0.336989033,0.315054835,11,7,0.298,0.215,0.094,0.067,0.158,0.226,10,1.7,8.43,2360,1960
201,0.544,0.036,0.107,0.057,0.505,0.293,0.097,0.035,0.036,0.846,0.003,0.06,0.035820896,0.160199005,0.244776119,0.55920398,12,5,0.229,0.13,0.072,0.072,0.193,0.177,13,0.7,5.49,1359,699
385,0.372,0.123,0.275,0.07,0.544,0.274,0.125,0.008,0.712,0.271,0,0.01,0.22597137,0.301635992,0.278118609,0.194274029,16,12,0.4,0.244,0.139,0.137,0.106,0.39,12,19.2,27.73,2789,2190
326,0.498,0.048,0.183,0.064,0.519,0.261,0.115,0.021,0.377,0.553,0,0.026,0.10040568,0.161257606,0.27484787,0.463488844,13,11,0.301,0.134,0.118,0.11,0.151,0.271,12,8.7,13.5,1589,829
247,0.488,0.062,0.2,0.06,0.513,0.24,0.103,0.068,0.391,0.456,0.007,0.028,0.108651911,0.285714286,0.368209256,0.237424547,15,8,0.333,0.227,0.119,0.09,0.178,0.262,12,11.5,6.67,1330,1660
241,0.405,0.076,0.236,0.075,0.513,0.173,0.249,0.049,0.104,0.81,0.007,0.009,0.129065041,0.278455285,0.333333333,0.259146341,9,11,0.292,0.219,0.11,0.08,0.149,0.219,12,6.3,25.42,2949,2549
294,0.468,0.079,0.218,0.073,0.52,0.236,0.144,0.068,0.38,0.536,0.012,0.008,0.153769841,0.346230159,0.306547619,0.193452381,12,10,0.329,0.225,0.126,0.096,0.16,0.306,12,10.33,21.05,2129,1650
277,0.443,0.052,0.244,0.075,0.507,0.207,0.169,0.057,0.073,0.829,0.011,0.038,0.206114398,0.292899408,0.33234714,0.168639053,10,12,0.312,0.244,0.12,0.083,0.066,0.292,13,4.1,15.76,2419,1769
287,0.53,0.054,0.141,0.052,0.518,0.21,0.142,0.046,0.023,0.885,0,0.006,0.060098522,0.316256158,0.315270936,0.308374384,11,9,0.286,0.146,0.101,0.069,0.182,0.222,13,1.8,10.8,3149,1450
347,0.458,0.078,0.146,0.047,0.482,0.168,0.179,0.015,0.082,0.893,0.001,0.009,0.115422886,0.423880597,0.284577114,0.176119403,10,12,0.28,0.225,0.119,0.098,0.155,0.307,13,1.3,14.19,1629,1690
234,0.518,0.05,0.128,0.053,0.516,0.196,0.168,0.016,0.002,0.953,0.007,0.01,0.083250743,0.350842418,0.305252725,0.260654113,9,11,0.297,0.198,0.091,0.054,0.157,0.222,10,0.18,13.63,1509,790
293,0.472,0.06,0.244,0.052,0.513,0.197,0.17,0.008,0.03,0.948,0,0.006,0.115694165,0.407444668,0.259557344,0.217303823,11,11,0.338,0.212,0.14,0.091,0.092,0.324,13,3.05,14.22,2140,1410
398,0.361,0.1,0.209,0.037,0.53,0.239,0.171,0.013,0.662,0.302,0,0.006,0.260040161,0.386546185,0.229919679,0.123493976,11,12,0.392,0.262,0.174,0.138,0.176,0.334,13,14.3,36.48,5009,5089
254,0.56,0.043,0.184,0.069,0.495,0.247,0.159,0.098,0.035,0.807,0.004,0.022,0.109018831,0.338949455,0.326065411,0.225966303,14,9,0.315,0.177,0.114,0.08,0.151,0.241,10,5.2,10.35,1740,1160
208,0.524,0.052,0.061,0.017,0.521,0.225,0.144,0.184,0.032,0.741,0.003,0.043,0.106893107,0.260739261,0.257742258,0.374625375,11,9,0.243,0.15,0.105,0.085,0.192,0.206,11,2.2,5.52,1219,1290
264,0.517,0.046,0.167,0.077,0.511,0.252,0.157,0.117,0.085,0.746,0.014,0.022,0.094416244,0.307614213,0.305583756,0.292385787,13,10,0.333,0.191,0.099,0.076,0.157,0.245,8,8.8,8.71,1669,1359
272,0.507,0.062,0.175,0.064,0.518,0.225,0.152,0.014,0.151,0.796,0,0.027,0.086519115,0.320925553,0.286720322,0.30583501,11,10,0.284,0.189,0.097,0.079,0.183,0.252,14,4.07,7.57,1720,1060
236,0.494,0.059,0.162,0.045,0.512,0.214,0.127,0.035,0.114,0.809,0,0.017,0.062937063,0.227772228,0.354645355,0.354645355,12,8,0.306,0.18,0.098,0.084,0.168,0.203,13,2.37,10.57,1569,1020
252,0.459,0.052,0.246,0.091,0.505,0.188,0.213,0.035,0.063,0.86,0.016,0.018,0.111445783,0.273092369,0.360441767,0.25502008,9,11,0.284,0.212,0.117,0.073,0.209,0.308,12,2.5,15.43,1420,1609
214,0.511,0.051,0.107,0.056,0.508,0.196,0.168,0.013,0.007,0.92,0.023,0.008,0.064257028,0.296184739,0.365461847,0.274096386,10,10,0.262,0.224,0.083,0.061,0.183,0.183,11,0.7,8.23,1310,840
250,0.506,0.054,0.161,0.061,0.505,0.253,0.131,0.026,0.016,0.949,0.001,0.013,0.091001011,0.340748231,0.286147624,0.282103134,11,8,0.271,0.232,0.106,0.074,0.143,0.259,13,1.11,9.79,2599,1410
402,0.441,0.064,0.202,0.053,0.518,0.209,0.209,0.022,0.08,0.874,0.001,0.001,0.16449348,0.458375125,0.229689067,0.147442327,10,13,0.36,0.282,0.161,0.099,0.106,0.379,14,6.2,26.57,2139,1469
230,0.475,0.048,0.286,0.111,0.505,0.278,0.154,0.132,0,0.815,0.009,0.019,0.142714571,0.289421158,0.396207585,0.171656687,15,9,0.263,0.176,0.089,0.073,0.138,0.218,10,1.15,21.07,1469,1649
179,0.554,0.048,0.233,0.129,0.49,0.202,0.126,0.115,0.008,0.795,0.051,0.003,0.054271357,0.195979899,0.318592965,0.431155779,10,6,0.175,0.168,0.057,0.089,0.214,0.153,11,2.77,19.71,1199,1010
224,0.518,0.04,0.122,0.032,0.498,0.197,0.12,0.04,0.124,0.715,0.008,0.085,0.054347826,0.158102767,0.255928854,0.531620553,11,6,0.226,0.112,0.082,0.081,0.154,0.179,13,1.67,6.21,700,620
267,0.497,0.068,0.123,0.044,0.505,0.196,0.19,0.018,0.068,0.892,0,0.006,0.086086086,0.392392392,0.298298298,0.223223223,10,12,0.312,0.186,0.115,0.069,0.136,0.283,14,3.9,12.02,2019,2570
298,0.423,0.066,0.208,0.053,0.513,0.197,0.195,0.013,0.012,0.957,0,0.003,0.184104628,0.400402414,0.252515091,0.162977867,9,12,0.29,0.317,0.144,0.103,0.064,0.314,13,1.3,17.86,3369,2859
315,0.414,0.077,0.253,0.085,0.515,0.249,0.132,0.055,0.208,0.697,0.006,0.019,0.130522088,0.313253012,0.361445783,0.194779116,12,9,0.33,0.262,0.13,0.098,0.133,0.285,13,8.65,22.75,2949,1790
210,0.499,0.041,0.189,0.075,0.496,0.256,0.117,0.078,0.004,0.86,0.012,0.017,0.056603774,0.2224429,0.356504469,0.364448858,12,7,0.239,0.152,0.075,0.067,0.15,0.154,9,1,7.41,1249,1189
224,0.518,0.048,0.124,0.05,0.505,0.191,0.123,0.041,0.123,0.717,0.007,0.087,0.049246231,0.150753769,0.265326633,0.534673367,10,6,0.233,0.118,0.072,0.078,0.146,0.176,13,1.2,7.36,659,589
204,0.483,0.074,0.197,0.072,0.522,0.235,0.105,0.306,0.027,0.494,0.016,0.137,0.147557328,0.195413759,0.277168495,0.379860419,12,6,0.23,0.082,0.076,0.037,0.189,0.149,8,0.63,10.2,2079,870
255,0.472,0.078,0.232,0.065,0.514,0.244,0.12,0.21,0.395,0.338,0.002,0.04,0.155466399,0.287863591,0.227683049,0.328986961,13,7,0.259,0.151,0.102,0.114,0.148,0.283,11,16.58,6.08,1169,1170
316,0.484,0.044,0.292,0.098,0.506,0.245,0.113,0.151,0.144,0.59,0.048,0.027,0.133531157,0.253214639,0.303659743,0.309594461,16,9,0.307,0.233,0.111,0.097,0.151,0.297,10,9.1,11.61,1089,1179
214,0.468,0.046,0.188,0.086,0.506,0.258,0.104,0.061,0.165,0.709,0,0.042,0.088293651,0.23015873,0.330357143,0.351190476,12,6,0.252,0.159,0.085,0.082,0.159,0.244,13,2.5,10.55,1879,860
222,0.485,0.054,0.229,0.088,0.525,0.237,0.133,0.121,0.253,0.587,0.007,0.029,0.129482072,0.252988048,0.28685259,0.330677291,12,9,0.257,0.202,0.099,0.101,0.12,0.217,13,5.44,10.02,1720,989
266,0.511,0.043,0.186,0.067,0.516,0.217,0.152,0.029,0.09,0.853,0.007,0.018,0.100697906,0.344965105,0.319042871,0.235294118,12,10,0.33,0.253,0.132,0.092,0.151,0.268,14,4,9.58,1550,1029
266,0.512,0.044,0.114,0.041,0.515,0.198,0.188,0.01,0.031,0.936,0,0.002,0.079637097,0.389112903,0.245967742,0.285282258,9,12,0.265,0.196,0.112,0.065,0.164,0.232,14,1.5,11.57,1730,1450
218,0.463,0.063,0.178,0.074,0.499,0.247,0.103,0.158,0.072,0.707,0.008,0.022,0.060362173,0.212273642,0.371227364,0.356136821,14,6,0.214,0.178,0.07,0.099,0.155,0.17,13,3.2,8.88,1069,1750
183,0.523,0.047,0.179,0.067,0.504,0.257,0.114,0.16,0.021,0.686,0.007,0.098,0.088,0.191,0.319,0.402,13,6,0.259,0.113,0.081,0.06,0.136,0.143,10,0.7,5.86,1179,1120
252,0.503,0.06,0.169,0.061,0.513,0.223,0.171,0.022,0.08,0.88,0.001,0.006,0.10139165,0.37972167,0.301192843,0.217693837,12,10,0.313,0.214,0.111,0.086,0.148,0.271,14,2.53,9.83,1819,1279
283,0.482,0.05,0.203,0.056,0.518,0.212,0.153,0.058,0.194,0.722,0.005,0.03,0.126903553,0.282233503,0.307614213,0.283248731,12,10,0.288,0.188,0.128,0.115,0.108,0.292,13,6.2,13.09,1440,939
245,0.466,0.051,0.311,0.113,0.5,0.272,0.122,0.268,0.073,0.628,0.012,0.012,0.219858156,0.281661601,0.273556231,0.224924012,13,7,0.281,0.166,0.122,0.083,0.159,0.243,13,3.1,14.35,2289,1659
258,0.393,0.092,0.226,0.078,0.5,0.22,0.189,0.028,0.005,0.878,0.058,0.002,0.104417671,0.334337349,0.389558233,0.171686747,11,10,0.273,0.225,0.09,0.058,0.186,0.236,12,4.02,18.76,2189,1609
283,0.512,0.059,0.236,0.09,0.517,0.231,0.113,0.08,0.292,0.544,0.009,0.047,0.109989909,0.279515641,0.326942482,0.283551968,14,9,0.281,0.204,0.111,0.09,0.158,0.244,12,12,13.31,1430,1180
277,0.441,0.071,0.253,0.068,0.503,0.215,0.181,0.059,0.064,0.828,0.014,0.039,0.202661208,0.305015353,0.326509724,0.165813715,10,11,0.281,0.242,0.118,0.082,0.077,0.29,13,5.7,18.36,2530,1709
240,0.444,0.066,0.243,0.085,0.497,0.228,0.167,0.072,0.177,0.737,0.017,0.006,0.138415246,0.312938816,0.332998997,0.215646941,11,9,0.296,0.276,0.115,0.069,0.18,0.27,12,2.82,24.83,3249,3139
370,0.447,0.086,0.202,0.039,0.517,0.25,0.159,0.025,0.141,0.813,0.007,0,0.155555556,0.402020202,0.248484848,0.193939394,12,12,0.338,0.34,0.121,0.107,0.093,0.404,14,5.38,19.66,2040,1659
277,0.484,0.059,0.205,0.057,0.508,0.258,0.103,0.051,0.255,0.653,0.003,0.004,0.124509804,0.362745098,0.307843137,0.204901961,12,8,0.34,0.194,0.096,0.097,0.177,0.333,12,6.6,14.93,3280,3510
276,0.479,0.047,0.18,0.065,0.484,0.218,0.139,0.022,0.044,0.906,0.003,0.008,0.144,0.386,0.269,0.201,11,8,0.334,0.307,0.108,0.104,0.177,0.299,10,5.3,19.16,4920,2600
307,0.505,0.046,0.232,0.047,0.524,0.187,0.123,0.068,0.489,0.401,0,0.018,0.164634146,0.233739837,0.245934959,0.355691057,13,9,0.296,0.182,0.101,0.12,0.169,0.223,12,19.6,9.25,810,989
266,0.436,0.076,0.32,0.095,0.519,0.197,0.191,0.054,0.135,0.764,0.005,0.015,0.119358074,0.32998997,0.325977934,0.224674022,10,11,0.272,0.246,0.109,0.107,0.164,0.222,12,6.9,19.17,2490,1619
255,0.504,0.058,0.276,0.109,0.508,0.249,0.152,0.063,0,0.719,0.209,0.006,0.080321285,0.317269076,0.389558233,0.212851406,15,10,0.25,0.224,0.083,0.084,0.158,0.239,11,9.72,43.49,1609,1260
300,0.377,0.073,0.247,0.079,0.523,0.246,0.16,0.029,0.366,0.575,0.005,0.006,0.182270916,0.334661355,0.293824701,0.189243028,12,11,0.312,0.213,0.145,0.098,0.137,0.269,12,5,15.4,2489,1140
211,0.507,0.054,0.256,0.099,0.517,0.275,0.082,0.207,0.249,0.41,0.011,0.108,0.125992063,0.239087302,0.288690476,0.346230159,13,5,0.273,0.14,0.068,0.09,0.159,0.195,13,3.7,9.92,1749,1709
272,0.508,0.059,0.181,0.038,0.518,0.253,0.116,0.145,0.267,0.536,0.01,0.039,0.133266533,0.284569138,0.289579158,0.29258517,15,9,0.317,0.213,0.101,0.09,0.219,0.249,12,11.32,7.14,1520,1330
318,0.439,0.101,0.233,0.065,0.476,0.246,0.128,0.269,0.187,0.493,0.006,0.012,0.231231231,0.392392392,0.232232232,0.144144144,13,10,0.336,0.238,0.113,0.096,0.173,0.301,11,6.6,17.82,1889,2269
288,0.51,0.064,0.123,0.031,0.507,0.212,0.139,0.04,0.061,0.854,0,0.024,0.08989899,0.286868687,0.339393939,0.283838384,11,9,0.272,0.184,0.104,0.069,0.213,0.226,11,1.9,8.32,2509,1890
236,0.438,0.077,0.284,0.116,0.504,0.283,0.124,0.455,0.059,0.389,0.013,0.08,0.200201207,0.26056338,0.329979879,0.209255533,13,6,0.267,0.147,0.098,0.073,0.169,0.2,9,5.13,12.75,2160,2500
261,0.468,0.051,0.245,0.113,0.515,0.178,0.227,0.116,0.092,0.736,0.009,0.015,0.113095238,0.344246032,0.324404762,0.218253968,9,14,0.269,0.226,0.136,0.084,0.165,0.268,11,5.5,18.24,2249,1510
287,0.479,0.045,0.192,0.074,0.519,0.255,0.121,0.02,0.187,0.761,0.001,0.001,0.096613546,0.268924303,0.338645418,0.295816733,13,7,0.337,0.202,0.121,0.107,0.133,0.299,12,4.11,20.16,1849,1430
291,0.384,0.083,0.259,0.096,0.498,0.207,0.192,0.03,0.499,0.47,0.002,0.013,0.198994975,0.36281407,0.292462312,0.145728643,11,12,0.379,0.217,0.156,0.119,0.125,0.302,12,9.56,31.42,3599,2039
283,0.444,0.072,0.237,0.051,0.495,0.269,0.119,0.063,0.205,0.663,0.025,0.039,0.194360524,0.391742195,0.275931521,0.13796576,14,7,0.346,0.231,0.099,0.071,0.178,0.325,12,7.3,14.52,3919,3410
228,0.519,0.045,0.143,0.043,0.514,0.214,0.15,0.011,0.037,0.921,0.002,0.002,0.120845921,0.364551863,0.305135952,0.209466264,12,9,0.314,0.188,0.099,0.07,0.163,0.249,10,2.26,9.61,2040,1260
365,0.359,0.085,0.339,0.119,0.501,0.27,0.127,0.053,0,0.42,0.45,0.012,0.204545455,0.42687747,0.233201581,0.135375494,14,11,0.358,0.301,0.149,0.094,0.103,0.323,11,9,27.29,5589,2259
238,0.514,0.047,0.133,0.059,0.527,0.208,0.202,0.024,0.059,0.873,0.002,0.032,0.079079079,0.259259259,0.312312312,0.349349349,9,11,0.283,0.181,0.116,0.085,0.121,0.26,13,2.8,8.39,1239,820
234,0.521,0.043,0.136,0.034,0.517,0.204,0.161,0.01,0.003,0.96,0.007,0.009,0.091806515,0.348469891,0.307008885,0.252714709,10,11,0.305,0.191,0.111,0.063,0.164,0.216,10,1.7,13.3,1419,810
288,0.507,0.046,0.109,0.036,0.516,0.206,0.137,0.044,0.07,0.849,0.007,0.025,0.089178357,0.286573146,0.333667335,0.290581162,10,9,0.256,0.191,0.085,0.074,0.219,0.225,11,2.2,7.82,2350,2019
363,0.425,0.057,0.204,0.058,0.51,0.231,0.167,0.006,0.071,0.89,0.005,0,0.149949341,0.403242148,0.291793313,0.155015198,13,12,0.369,0.237,0.126,0.09,0.094,0.322,14,2.9,19.51,2109,969
206,0.414,0.073,0.288,0.122,0.522,0.177,0.293,0.114,0.077,0.766,0,0.017,0.117824773,0.304128902,0.313192346,0.264853978,9,14,0.235,0.184,0.116,0.074,0.199,0.242,11,3.3,15.05,1629,1509
306,0.425,0.108,0.279,0.081,0.539,0.225,0.164,0.009,0.621,0.346,0.005,0.017,0.170318725,0.353585657,0.279880478,0.196215139,12,11,0.405,0.215,0.158,0.135,0.111,0.291,13,13.85,41.3,3379,2040
363,0.37,0.072,0.266,0.062,0.53,0.268,0.154,0.015,0.516,0.454,0.008,0.006,0.191616766,0.343313373,0.291417166,0.173652695,13,13,0.381,0.285,0.156,0.147,0.103,0.335,11,13.7,28.73,2100,1999
232,0.466,0.068,0.163,0.037,0.512,0.226,0.193,0.027,0.096,0.844,0.003,0.006,0.090634441,0.365558912,0.374622356,0.16918429,11,12,0.266,0.286,0.112,0.087,0.229,0.268,12,2.3,11.59,1790,2229
332,0.39,0.061,0.234,0.055,0.506,0.232,0.154,0.021,0.013,0.972,0.006,0.001,0.233894945,0.372646184,0.268582755,0.124876115,12,10,0.329,0.302,0.122,0.087,0.101,0.318,13,4.3,22.95,2580,2199
275,0.487,0.058,0.151,0.065,0.518,0.208,0.194,0.02,0.041,0.92,0,0.006,0.111445783,0.447791165,0.243975904,0.196787149,10,12,0.277,0.21,0.099,0.095,0.11,0.305,14,2.72,12.72,1909,2100
380,0.429,0.091,0.209,0.062,0.526,0.241,0.167,0.022,0.195,0.778,0.015,0,0.159521436,0.389830508,0.289132602,0.161515454,12,13,0.365,0.309,0.115,0.106,0.102,0.374,14,4.99,26.41,3160,1719
252,0.391,0.075,0.221,0.051,0.503,0.192,0.291,0.029,0.008,0.943,0.006,0,0.171198389,0.374622356,0.266868077,0.187311178,10,14,0.261,0.168,0.141,0.09,0.043,0.285,14,6.7,20.88,3379,1499
382,0.428,0.083,0.31,0.116,0.501,0.248,0.168,0.05,0.09,0.642,0.165,0,0.186423506,0.416413374,0.261398176,0.135764944,15,13,0.358,0.229,0.12,0.078,0.092,0.366,11,11.06,43.08,3729,2070
294,0.442,0.067,0.176,0.059,0.487,0.218,0.159,0.135,0.078,0.75,0.011,0.017,0.137,0.342,0.294,0.227,10,9,0.298,0.259,0.105,0.097,0.204,0.27,12,0.85,16.26,2679,2130
263,0.334,0.082,0.194,0.063,0.498,0.289,0.065,0.128,0.17,0.608,0.014,0.027,0.080156403,0.294232649,0.417399804,0.208211144,29,5,0.295,0.258,0.086,0.082,0.153,0.265,9,6.28,14.04,989,2069
270,0.477,0.048,0.175,0.07,0.515,0.222,0.178,0.01,0.014,0.957,0,0.006,0.124007937,0.452380952,0.231150794,0.192460317,10,11,0.303,0.199,0.129,0.079,0.108,0.261,14,4,19.2,2400,1529
291,0.474,0.053,0.205,0.074,0.501,0.266,0.099,0.038,0.133,0.804,0,0.017,0.147233202,0.378458498,0.303359684,0.170948617,13,7,0.328,0.173,0.104,0.091,0.154,0.257,13,3.5,20.09,9069,4440
359,0.388,0.075,0.21,0.052,0.504,0.221,0.178,0.015,0.068,0.902,0.012,0.001,0.208416834,0.365731463,0.309619238,0.116232465,12,15,0.363,0.283,0.153,0.109,0.078,0.383,12,5.52,37.03,2580,2150
218,0.459,0.035,0.177,0.094,0.505,0.251,0.12,0.161,0.052,0.706,0.017,0.03,0.06027668,0.213438735,0.369565217,0.356719368,14,6,0.219,0.182,0.069,0.095,0.15,0.167,13,4.4,9.19,1030,1759
257,0.538,0.059,0.125,0.043,0.505,0.219,0.134,0.067,0.033,0.883,0.011,0.014,0.065722952,0.311425683,0.283114257,0.339737108,8,8,0.259,0.178,0.08,0.072,0.18,0.232,11,0.95,8.52,1490,1809
272,0.503,0.06,0.173,0.053,0.52,0.24,0.138,0.157,0.187,0.582,0.008,0.051,0.12012012,0.312312312,0.265265265,0.302302302,12,9,0.279,0.19,0.094,0.082,0.167,0.26,12,9,8.12,1369,979
210,0.477,0.051,0.117,0.06,0.496,0.262,0.08,0.094,0.165,0.68,0.009,0.031,0.06231454,0.244312562,0.326409496,0.366963403,12,5,0.313,0.17,0.072,0.068,0.147,0.207,13,2.28,9.19,3000,2999
299,0.511,0.055,0.176,0.063,0.506,0.248,0.158,0.011,0.013,0.952,0,0.018,0.119477912,0.5,0.228915663,0.151606426,12,11,0.291,0.222,0.124,0.079,0.168,0.34,13,3.1,23.81,3059,1749
210,0.522,0.041,0.211,0.101,0.506,0.241,0.118,0.186,0.099,0.632,0.009,0.055,0.075396825,0.209325397,0.317460317,0.39781746,13,6,0.221,0.157,0.061,0.091,0.172,0.16,13,2.7,6.08,1060,1230
303,0.469,0.066,0.206,0.064,0.527,0.23,0.137,0.041,0.369,0.572,0.006,0.003,0.128672746,0.334346505,0.281661601,0.255319149,13,9,0.369,0.194,0.14,0.097,0.1,0.314,14,9.31,18.06,1610,720
205,0.537,0.062,0.177,0.075,0.501,0.247,0.146,0.058,0.039,0.857,0.01,0.017,0.132930514,0.306143001,0.271903323,0.289023162,12,8,0.3,0.219,0.1,0.069,0.139,0.261,13,3.49,14.11,7389,2649
254,0.383,0.107,0.322,0.11,0.515,0.279,0.125,0.547,0.038,0.352,0.047,0.018,0.291750503,0.245472837,0.328973843,0.133802817,15,7,0.276,0.135,0.084,0.051,0.145,0.192,10,4.2,20.7,2300,2169
257,0.582,0.029,0.277,0.155,0.513,0.278,0.101,0.385,0.055,0.518,0.006,0.017,0.167004049,0.237854251,0.342105263,0.253036437,18,7,0.284,0.193,0.075,0.077,0.171,0.278,10,1.55,18.25,2179,1709
298,0.487,0.064,0.164,0.042,0.524,0.215,0.195,0.042,0.271,0.648,0.001,0.016,0.159959759,0.378269618,0.261569416,0.200201207,11,12,0.352,0.176,0.145,0.103,0.159,0.305,12,4.3,16.33,2169,2320
337,0.393,0.04,0.298,0.145,0.386,0.202,0.135,0.158,0.207,0.604,0,0.008,0.199199199,0.374374374,0.315315315,0.111111111,10,11,0.354,0.217,0.107,0.076,0.265,0.293,9,7,25.81,3860,2419
331,0.407,0.065,0.224,0.095,0.508,0.239,0.191,0.013,0.012,0.949,0.017,0.006,0.158811475,0.395491803,0.302254098,0.143442623,12,13,0.321,0.266,0.12,0.067,0.115,0.294,11,4.8,27.5,2880,1259
321,0.423,0.078,0.218,0.064,0.515,0.252,0.13,0.027,0.032,0.933,0,0.005,0.18071066,0.388832487,0.259898477,0.170558376,14,9,0.333,0.253,0.11,0.099,0.101,0.299,13,8.56,23.61,1810,2049
